Name,Age,Height,Weight,Overall,Potential,WeakFoot,SkillMoves,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,BMI,CB,CDM,CF,CM,LB,LM,LW,LWB,RB,RM,RW,RWB,ST,Clasificación Habilidad
Andújar,30,189,79,69,69,3,2,55,34,48,54,69,79,50,32,69,63,28,48,33,18,59,59,59,51,60,55,54,56,75,65,89,19,74,66,32,23,33,60,69,72,64,12,5,6,7,15,22.11584222166233,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
B. Capon,34,179,73,69,69,3,3,66,69,66,65,67,69,68,70,58,66,56,63,60,68,62,65,65,66,71,63,70,74,70,75,68,66,65,68,69,68,64,72,70,65,66,13,15,9,16,14,22.783308885490467,0,0,0,0,0,0,0,0,0,0,0,1,0,Alta
E. Olivera,32,180,75,69,69,2,2,68,43,50,55,70,73,39,33,70,59,33,51,36,28,56,52,69,67,65,67,65,65,71,72,75,43,70,69,34,48,54,58,70,70,68,9,8,16,13,12,23.148148148148145,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
R. Canouse,27,178,76,69,70,3,2,65,53,56,65,68,78,37,46,69,65,49,62,41,48,65,68,65,65,68,70,69,65,70,81,78,56,77,63,51,60,54,67,70,68,69,15,6,10,15,13,23.98687034465345,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
Lee Ki Je,30,175,68,69,69,2,3,74,57,65,65,62,72,74,46,52,64,56,59,71,75,61,66,75,73,80,62,86,71,81,86,68,68,63,61,62,59,52,65,63,64,60,7,12,6,7,15,22.20408163265306,0,0,0,0,0,0,0,1,0,0,0,0,0,Alta
J. McClean,33,180,70,69,69,2,3,69,64,65,71,62,77,70,63,62,65,59,70,67,61,62,71,70,69,75,69,73,70,68,80,71,62,88,56,67,64,65,66,65,61,63,6,16,16,15,15,21.604938271604937,0,0,0,0,0,1,0,0,0,0,0,0,0,Alta
A. Carrasquilla,23,170,64,69,75,3,2,74,61,64,75,58,66,58,61,48,69,47,74,59,47,66,73,75,74,83,71,82,62,78,77,61,64,62,62,67,66,51,68,54,62,57,14,7,13,11,8,22.145328719723185,0,0,0,0,0,0,0,0,0,0,0,0,0,Alta
Bruno Gaspar,29,178,70,69,69,2,3,76,57,65,70,65,66,68,50,60,68,60,70,74,35,65,68,73,78,74,64,76,68,81,64,65,60,67,65,66,60,48,67,65,65,65,9,10,7,8,10,22.093170054286077,0,0,0,0,0,0,0,0,1,0,0,0,0,Alta
David Simão,32,183,74,69,69,3,3,65,65,71,69,65,68,68,60,58,72,67,69,73,75,72,69,63,66,73,66,62,70,71,65,67,67,74,64,67,70,71,70,64,70,66,11,16,8,16,14,22.096807907073963,0,0,0,1,0,0,0,0,0,0,0,0,0,Alta
F. Pereira,22,187,81,69,79,3,2,71,43,53,61,70,70,68,42,63,59,37,65,49,45,42,54,69,72,63,61,69,49,74,72,75,41,52,69,35,38,45,64,74,69,65,11,8,9,12,12,23.163373273470786,0,0,0,0,0,0,0,0,1,0,0,0,0,Alta
F. Mussis,30,174,75,69,69,3,2,67,62,66,66,68,73,62,51,59,68,57,62,63,66,66,67,69,66,72,65,75,77,75,69,72,75,78,68,61,69,51,72,67,70,69,11,14,14,8,14,24.77209671026556,0,1,0,0,0,0,0,0,0,0,0,0,0,Alta
R. Jansson,30,185,87,69,69,3,2,51,28,53,59,71,74,40,24,71,68,33,58,37,20,62,64,48,54,52,52,53,32,53,67,82,28,66,65,37,47,35,59,70,74,72,8,11,6,15,8,25.4200146092038,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
C. Matsima,20,193,80,69,81,3,2,55,34,48,55,69,71,31,29,75,64,24,54,31,23,51,60,46,62,39,64,33,54,73,51,81,24,69,66,41,44,43,70,69,69,64,12,8,8,6,11,21.47708663319821,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
L. Gómez,26,163,66,69,69,3,3,79,60,63,71,63,65,68,60,50,64,48,70,52,45,63,67,78,80,85,67,93,63,72,80,59,62,58,65,67,61,48,64,68,63,61,8,7,12,14,11,24.84098008957808,0,0,0,0,0,0,0,0,1,0,0,0,0,Alta
Á. Martino,24,178,73,69,75,3,3,75,57,65,73,62,63,67,54,62,68,49,71,56,46,64,72,74,76,81,68,79,66,56,70,57,56,69,59,64,67,52,74,63,63,65,14,5,9,7,9,23.04002019946976,0,0,0,0,0,0,0,0,0,0,0,0,0,Alta
J. Onomah,25,185,70,69,73,3,3,65,65,65,74,58,70,53,68,54,73,57,75,59,54,64,74,67,63,73,71,77,65,62,69,74,61,65,59,69,68,58,70,58,61,49,6,13,12,9,10,20.45288531775018,0,0,0,0,0,0,0,0,0,0,0,0,0,Alta
A. Parot,32,181,82,69,69,3,3,70,60,64,65,66,78,72,55,71,67,56,66,59,44,59,65,64,74,63,59,61,71,71,71,81,59,83,70,59,59,63,66,61,65,68,13,11,8,10,12,25.029760996306585,0,0,0,0,1,0,0,0,0,0,0,0,0,Alta
J. Toledo,36,190,89,69,69,3,2,43,72,63,61,43,74,58,72,80,66,64,62,62,62,59,66,45,41,47,70,33,74,74,53,86,71,68,23,73,68,70,76,42,50,31,9,11,8,12,10,24.653739612188367,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
N. Bahoui,31,188,84,69,69,4,3,73,70,65,67,35,72,63,70,69,66,67,66,72,68,63,72,71,74,61,63,61,73,70,67,81,69,55,32,65,63,64,68,32,34,20,10,13,7,6,7,23.766410140334997,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
A. Jędrzejczyk,34,189,86,69,69,3,2,57,48,57,60,68,79,61,43,67,61,52,60,47,34,62,58,62,52,56,65,61,69,80,72,81,39,81,70,58,50,34,66,65,72,65,7,8,12,16,11,24.075473810923548,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
C. Rius,33,175,70,69,69,3,3,72,61,67,71,57,59,67,58,57,72,63,70,71,60,59,71,73,71,74,64,74,68,53,60,57,59,65,59,67,67,66,73,56,59,49,16,15,15,10,7,22.857142857142858,0,0,0,0,0,0,0,0,0,1,0,0,0,Alta
R. Gucher,31,183,77,69,69,3,3,59,61,64,66,66,70,41,53,57,71,49,65,60,69,70,67,55,62,72,68,56,71,71,76,70,72,61,72,64,69,61,65,68,66,60,14,5,7,7,10,22.99262444384723,0,0,0,1,0,0,0,0,0,0,0,0,0,Alta
S. Córdova,24,188,87,69,74,2,3,75,68,54,68,24,63,38,68,65,62,68,70,63,40,50,69,74,75,67,68,65,74,54,55,78,65,39,18,68,59,62,58,20,19,17,6,6,5,5,14,24.615210502489816,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
R. Brewster,22,180,75,69,78,3,3,79,71,55,71,20,61,50,73,58,61,70,72,47,58,50,69,79,79,77,71,76,71,67,64,62,67,51,15,70,56,61,62,14,18,17,7,12,10,8,5,23.148148148148145,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
N. Leiva,25,175,70,69,72,3,4,85,67,67,71,27,58,65,66,44,67,66,68,70,71,64,67,86,84,89,63,88,71,74,62,57,70,51,35,64,69,59,70,25,22,17,8,11,12,12,13,22.857142857142858,0,0,0,0,0,0,0,0,0,0,0,0,0,Alta
C. Ndiaye,26,190,83,69,71,3,2,80,66,54,67,37,79,55,69,70,61,59,68,41,33,50,67,79,80,73,65,52,72,79,78,81,52,76,21,70,54,66,66,44,33,24,13,6,13,7,7,22.99168975069252,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
A. Fontana,26,176,70,69,70,2,2,76,66,57,72,32,68,45,69,68,66,62,73,49,50,50,69,79,73,79,65,74,70,73,68,72,57,56,23,72,62,65,67,44,20,12,14,12,13,14,16,22.59814049586777,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
A. Gruber,27,174,70,69,69,3,3,82,68,67,70,34,63,66,67,61,66,66,68,71,72,62,67,80,83,83,68,80,70,83,67,58,71,66,24,70,70,62,71,23,41,36,13,11,9,15,8,23.120623596247853,0,0,0,0,0,0,1,0,0,0,0,0,0,Alta
K. Spadanuda,25,177,72,69,72,3,2,73,67,65,70,36,55,69,68,58,69,61,73,60,57,62,69,74,73,72,53,71,67,61,59,57,67,45,30,69,61,62,62,34,35,33,8,8,8,6,7,22.981901752370007,0,0,0,0,0,0,0,0,0,1,0,0,0,Alta
R. Oratmangoen,24,180,70,69,73,3,3,77,58,64,70,24,56,67,57,31,67,46,72,47,49,63,70,77,77,68,63,65,65,57,75,56,57,30,23,66,64,51,64,24,20,28,5,5,13,11,14,21.604938271604937,0,0,0,0,0,0,0,0,0,1,0,0,0,Alta
Marc Mateu,32,180,71,69,69,3,3,64,68,69,68,64,67,76,64,57,66,67,67,73,74,68,68,63,65,71,68,68,74,54,75,71,68,52,66,65,67,74,66,64,63,65,8,11,8,15,15,21.91358024691358,0,0,0,0,0,1,0,0,0,0,0,0,0,Alta
V. Sasso,31,190,85,69,69,3,2,37,27,52,50,69,76,47,22,73,67,26,48,37,26,62,54,35,38,38,65,43,40,68,64,82,21,77,70,22,32,41,60,66,69,67,11,11,12,7,8,23.545706371191137,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
Adrián Bernabé,21,175,68,69,82,3,3,77,65,70,76,55,58,68,67,46,72,56,75,75,65,70,77,80,75,80,61,81,68,51,66,51,61,69,61,63,66,58,73,48,64,49,8,12,9,10,9,22.20408163265306,0,0,0,0,0,1,0,0,0,0,0,0,0,Alta
L. Deaux,33,188,82,69,69,2,2,42,54,63,63,67,80,59,51,68,67,32,61,52,41,65,68,32,50,60,68,49,66,75,79,82,54,76,62,63,65,48,70,70,70,62,7,11,9,12,9,23.20054323223178,0,1,0,0,0,0,0,0,0,0,0,0,0,Alta
G. Evans,27,184,76,69,71,3,2,62,61,64,62,68,69,58,59,67,69,56,59,64,55,73,65,59,65,66,68,62,69,70,71,68,64,67,72,57,59,48,64,68,66,64,10,9,15,13,14,22.448015122873343,0,1,0,0,0,0,0,0,0,0,0,0,0,Alta
V. Lobry,27,181,72,69,70,3,2,74,66,69,69,52,68,68,67,57,70,59,69,71,67,69,71,77,72,64,62,69,67,70,83,63,67,60,52,64,70,62,65,48,55,51,10,12,12,8,14,21.97735111870822,0,0,0,0,0,1,0,0,0,0,0,0,0,Alta
S. Beltrame,29,183,70,69,69,4,3,71,64,72,73,43,64,72,58,42,71,68,73,74,71,73,75,73,69,74,69,72,72,59,70,71,70,39,53,65,71,62,63,48,38,27,5,14,12,7,11,20.902385858042937,0,0,0,0,0,0,0,0,0,1,0,0,0,Alta
L. Quiñonez,29,180,76,69,69,2,2,75,62,68,68,65,72,69,55,56,69,54,67,70,68,67,68,76,74,75,64,72,74,74,75,70,69,75,65,65,66,61,68,66,67,60,10,12,10,15,8,23.456790123456788,0,0,0,0,1,0,0,0,0,0,0,0,0,Alta
N. Katterbach,21,180,76,69,77,2,2,71,40,59,74,66,58,63,40,53,70,31,74,41,31,54,73,72,70,77,68,76,46,54,67,54,32,59,67,48,50,41,70,68,68,67,12,13,12,10,8,23.456790123456788,0,0,0,0,0,0,0,1,0,0,0,0,0,Alta
F. Renzetti,34,173,63,69,69,3,2,77,52,67,67,64,64,68,48,54,70,48,64,66,64,64,64,76,78,81,62,82,64,78,78,53,52,70,61,60,62,43,66,65,69,62,8,9,5,12,10,21.04981790236894,0,0,0,0,1,0,0,0,0,0,0,0,0,Alta
R. van Drongelen,23,187,85,69,76,4,2,55,26,56,53,68,73,46,24,73,63,35,47,44,49,63,58,55,55,55,57,59,28,78,55,79,24,78,66,22,55,48,56,66,69,68,14,14,8,7,11,24.307243558580453,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
K. Adams Nuhu,27,190,83,69,71,2,2,64,42,54,55,67,80,42,36,70,64,59,53,45,31,66,59,62,65,53,63,36,67,83,66,90,29,73,64,32,46,49,70,62,72,66,10,10,16,7,12,22.99168975069252,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
M. Riquelme,33,179,60,69,69,4,3,74,69,53,65,24,68,42,72,70,59,58,63,58,54,43,66,72,75,73,66,65,70,75,69,81,63,33,17,66,58,75,58,21,19,16,16,9,10,13,7,18.726007303142847,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
F. Cerro,34,179,75,69,69,3,3,65,60,65,70,65,80,55,57,59,71,57,69,71,47,71,73,66,65,69,71,65,73,76,81,78,59,83,65,56,64,49,57,63,67,69,6,15,11,11,14,23.40750912892856,0,1,0,0,0,0,0,0,0,0,0,0,0,Alta
A. Diallo,19,173,72,69,85,4,4,81,63,61,74,25,48,57,66,48,62,54,74,62,60,61,72,88,76,88,64,85,60,58,57,45,59,40,22,72,63,55,66,19,25,22,13,15,8,11,6,24.0569347455645,0,0,0,0,0,0,0,0,0,0,0,0,0,Alta
Fernando Andrade,29,180,79,69,69,2,3,68,71,65,67,26,71,65,73,67,70,65,69,62,41,67,68,67,68,60,68,61,75,70,61,75,66,72,13,70,62,61,55,30,20,18,8,8,8,8,14,24.382716049382715,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
M. Muheim,24,182,77,69,74,3,2,72,57,66,66,65,67,68,51,58,68,47,65,58,56,62,66,75,69,71,67,71,68,57,75,67,61,58,64,66,66,51,60,69,65,62,11,14,10,8,7,23.24598478444632,0,0,0,0,1,0,0,0,0,0,0,0,0,Alta
N. Colazo,31,175,71,69,69,1,3,73,63,70,69,62,67,69,56,59,70,46,68,77,71,67,69,73,73,74,67,74,73,72,70,64,70,70,66,66,69,71,68,53,68,65,13,6,8,11,13,23.18367346938776,0,0,0,0,1,0,0,0,0,0,0,0,0,Alta
X. Arreaga,27,183,75,69,71,4,2,57,28,49,56,69,73,23,28,72,69,27,52,30,22,63,60,58,56,54,61,60,39,71,77,71,17,75,62,30,42,34,63,69,72,69,7,13,8,11,8,22.39541341933172,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
B. Caicedo,30,180,69,69,69,2,3,82,48,59,63,64,69,68,52,59,62,40,58,55,49,56,64,79,85,75,69,73,42,73,71,69,46,64,67,60,50,49,52,66,63,62,11,9,13,10,14,21.29629629629629,0,0,0,0,1,0,0,0,0,0,0,0,0,Alta
Rober,21,169,63,69,79,5,3,79,64,65,71,26,47,65,64,49,68,39,71,45,65,62,69,79,79,79,66,83,66,54,56,40,67,51,24,61,66,66,66,20,27,26,13,7,8,12,13,22.058051188683876,0,0,0,0,0,0,0,0,0,0,0,0,0,Alta
J. Brimmer,24,169,68,69,72,3,3,69,60,71,68,63,66,74,66,59,73,48,68,61,75,68,70,68,70,69,67,61,55,72,90,57,51,57,57,71,70,64,66,64,68,61,12,13,10,10,11,23.80869017191275,0,0,0,0,0,0,0,0,0,1,0,0,0,Alta
A. Cochrane,22,175,70,69,78,3,2,71,45,65,67,63,65,70,41,57,69,34,65,56,59,64,67,72,70,72,65,75,55,72,80,57,41,65,58,60,58,44,60,65,67,64,9,7,7,14,7,22.857142857142858,0,0,0,0,0,0,0,1,0,0,0,0,0,Alta
K. Tshiembe,25,185,80,69,73,3,2,74,40,54,59,66,77,44,32,68,66,36,48,44,38,60,65,71,76,72,66,72,60,83,71,80,38,75,63,48,45,35,67,67,67,64,10,13,8,10,6,23.37472607742878,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
A. Castro,28,170,69,69,69,3,3,81,61,66,72,37,56,66,64,28,67,47,72,66,62,65,70,82,81,82,63,82,64,80,53,50,56,70,32,65,64,45,58,51,32,24,8,16,12,12,16,23.87543252595156,0,0,0,0,0,0,1,0,0,0,0,0,0,Alta
E. Çekiçi,25,178,69,69,74,4,2,69,68,69,68,63,54,65,67,58,71,64,69,65,66,65,70,68,69,66,67,71,74,42,66,50,64,52,67,67,72,64,55,59,66,63,14,11,9,6,12,21.777553339224845,0,0,0,0,0,0,0,0,0,0,0,0,0,Alta
T. Kehinde,24,178,75,69,74,3,3,86,58,62,72,40,65,59,57,50,66,54,71,56,52,58,70,85,86,85,64,84,62,78,72,62,55,58,39,63,65,54,68,38,38,42,14,7,6,12,8,23.671253629592226,0,0,0,0,0,0,0,0,0,1,0,0,0,Alta
J. Pereyra,23,181,71,69,77,3,3,65,57,69,67,60,67,70,50,45,73,56,67,58,51,68,68,66,65,68,67,68,64,66,74,65,65,65,65,69,71,52,58,61,62,52,8,12,10,10,7,21.672110130948383,0,0,0,1,0,0,0,0,0,0,0,0,0,Alta
L. Rodríguez,28,169,68,69,69,2,3,75,57,65,68,65,67,67,46,50,64,56,68,71,69,60,65,74,75,77,66,70,74,66,71,64,62,72,68,68,68,54,70,65,68,69,14,15,15,15,9,23.80869017191275,0,0,0,0,1,0,0,0,0,0,0,0,0,Alta
L. Colombo,20,183,74,69,80,3,2,68,70,51,65,29,72,41,69,70,59,62,65,53,48,40,66,67,69,66,65,68,73,75,68,74,72,70,18,74,54,63,60,23,30,20,9,6,7,6,9,22.096807907073963,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
N. Kasanwirjo,20,185,68,69,78,3,2,79,42,54,58,69,74,58,40,64,60,34,61,36,34,69,53,75,82,63,59,58,48,88,78,72,38,71,69,39,37,58,58,68,71,70,8,9,14,12,6,19.86851716581446,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
R. McCrorie,24,187,80,69,76,4,2,77,53,61,65,66,82,49,52,65,68,30,63,49,59,66,65,76,77,67,65,68,57,76,89,80,56,82,65,57,58,47,70,66,68,65,10,5,11,10,7,22.877405702193368,0,1,0,0,0,0,0,0,0,0,0,0,0,Alta
F. Chaïbi,19,183,79,69,82,3,3,71,61,69,69,67,71,64,65,63,76,52,69,59,49,65,71,73,70,64,69,63,67,63,74,71,48,67,68,69,70,59,66,65,69,66,10,13,12,12,11,23.589835468362743,0,0,0,0,0,0,0,0,0,1,0,0,0,Alta
S. Hogan,30,180,64,69,69,3,3,80,65,52,68,30,60,48,71,68,55,63,68,60,30,53,66,81,79,71,71,67,68,52,65,64,46,44,27,72,55,65,70,23,30,23,9,6,12,8,12,19.753086419753085,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
Ľ. Šatka,26,188,78,69,72,3,2,63,29,53,53,69,71,42,23,67,67,33,40,28,29,63,66,62,63,64,69,55,45,82,62,76,22,65,68,27,46,36,58,70,70,66,13,12,9,12,9,22.068809416025356,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
G. Asís,26,174,65,69,69,3,2,77,44,61,69,66,71,62,36,64,65,35,69,45,35,62,65,80,74,81,66,72,53,77,77,66,47,75,64,73,64,49,72,66,66,67,11,5,7,9,7,21.469150482230148,0,0,0,0,0,0,0,0,1,0,0,0,0,Alta
P. Płacheta,24,177,72,69,75,3,3,92,60,60,70,39,55,64,65,37,63,49,68,55,46,47,67,89,94,89,62,85,67,65,76,47,49,46,41,63,63,40,59,38,40,33,13,8,13,7,14,22.981901752370007,0,0,0,0,0,1,0,0,0,0,0,0,0,Alta
Fafà Picault,31,173,64,69,69,3,3,87,65,62,71,40,49,66,67,63,63,64,73,65,43,55,66,89,85,78,64,81,71,93,58,36,59,57,42,63,65,59,67,49,25,26,9,9,7,9,6,21.38394199605733,0,0,0,0,0,0,0,0,0,0,1,0,0,Alta
M. Pereira,38,173,73,69,69,3,2,48,63,69,65,74,66,71,63,64,71,60,68,70,59,69,62,51,45,54,63,71,68,60,53,71,56,69,73,68,64,65,73,78,72,75,16,8,6,10,9,24.3910588392529,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
H. Bahebri,29,169,70,69,69,5,4,77,69,61,73,46,68,62,69,49,62,62,75,69,48,62,70,76,78,80,60,80,76,65,76,68,69,57,42,66,61,48,57,48,43,52,10,7,12,12,9,24.508945765204302,0,0,0,0,0,0,1,0,0,0,0,0,0,Alta
T. Romanczuk,30,186,77,69,69,3,2,60,63,62,62,69,79,60,62,66,63,51,62,60,45,65,58,69,53,69,69,62,68,81,90,76,63,71,72,67,64,63,62,70,68,65,15,14,12,8,9,22.25690831309978,0,1,0,0,0,0,0,0,0,0,0,0,0,Alta
Pedro Amaral,24,178,72,69,73,4,3,73,46,55,67,68,64,62,30,59,60,32,67,64,39,53,70,71,74,58,69,70,73,56,70,62,56,63,67,60,40,48,65,70,70,65,7,10,6,8,8,22.724403484408533,0,0,0,0,1,0,0,0,0,0,0,0,0,Alta
M. Seegert,28,186,76,69,71,4,2,66,39,54,59,68,75,36,38,71,65,27,56,50,58,66,61,63,68,62,60,63,50,86,69,78,33,74,66,32,43,38,61,66,68,70,14,8,12,5,8,21.967857555786797,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
M. Roerslev,23,184,67,69,75,3,3,69,45,65,66,62,68,74,44,43,66,37,65,53,35,62,65,68,70,69,66,70,51,69,72,68,40,64,64,60,66,35,66,65,65,61,13,12,14,8,12,19.78969754253308,0,0,0,0,0,0,0,0,0,0,0,1,0,Alta
B. Piñatares,32,182,86,69,69,3,2,56,54,60,63,66,72,48,45,38,65,53,63,36,54,66,64,54,58,67,63,54,66,33,80,75,60,62,68,60,65,57,64,70,70,70,15,6,8,6,15,25.96304794106992,0,1,0,0,0,0,0,0,0,0,0,0,0,Alta
A. Barreca,27,180,70,69,70,2,3,70,34,62,70,66,61,75,21,65,65,33,70,70,21,57,70,70,70,74,63,76,53,63,61,61,42,59,69,58,58,22,66,62,67,69,11,7,9,13,15,21.604938271604937,0,0,0,0,1,0,0,0,0,0,0,0,0,Alta
E. Koulouris,26,184,82,69,71,3,3,67,69,56,68,27,63,39,71,71,64,71,66,52,54,60,70,68,67,67,69,66,70,70,72,70,67,34,14,69,55,54,69,38,13,18,6,12,11,6,10,24.22022684310019,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
R. Tesche,35,182,78,69,69,4,2,53,66,67,67,69,70,66,64,70,69,69,66,69,62,64,69,52,53,65,68,73,70,81,68,70,68,68,71,66,66,62,70,70,69,65,6,15,14,15,6,23.54788069073783,0,1,0,0,0,0,0,0,0,0,0,0,0,Alta
Charles de Breito,34,170,68,69,69,3,2,72,53,68,69,65,82,69,53,64,74,31,69,58,44,69,71,74,70,71,66,68,63,71,87,84,49,72,61,66,65,45,62,66,68,66,8,11,14,15,12,23.529411764705884,0,1,0,0,0,0,0,0,0,0,0,0,0,Alta
B. Saller,29,178,72,69,69,3,3,75,53,65,66,64,66,68,47,63,69,48,65,52,40,65,65,77,73,76,66,74,65,70,70,65,55,64,65,57,64,46,62,62,67,64,14,14,7,10,11,22.724403484408533,0,0,0,0,0,0,0,0,1,0,0,0,0,Alta
D. McNamara,23,174,72,69,75,2,2,78,41,59,67,64,66,64,38,57,64,31,65,49,40,56,65,79,78,77,67,77,50,61,75,64,36,62,62,57,53,41,58,64,66,64,14,6,6,11,15,23.78121284185493,0,0,0,0,0,0,0,0,0,0,0,1,0,Alta
I. Mbenza,26,187,77,69,69,3,3,82,67,67,69,36,61,70,65,59,69,59,72,72,69,67,67,79,85,74,60,57,76,77,50,71,68,47,21,65,60,55,64,47,30,25,9,6,13,6,16,22.019502988361115,0,0,0,0,0,0,0,0,0,1,0,0,0,Alta
G. Bayrakdar,20,181,74,69,75,3,3,73,65,61,69,37,62,66,68,56,65,54,71,66,47,52,69,72,73,72,70,64,65,47,74,63,62,50,36,67,60,58,58,39,29,35,9,8,13,7,6,22.587833094227893,0,0,0,0,0,1,0,0,0,0,0,0,0,Alta
K. Andrić,27,189,86,69,70,3,3,64,68,53,66,29,70,38,72,71,64,51,64,50,41,39,74,65,63,66,62,44,67,76,69,77,61,51,21,73,63,78,70,27,26,21,5,7,10,7,11,24.075473810923548,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
F. Miguel,25,179,70,69,72,2,2,71,50,61,67,66,74,65,52,61,64,41,66,61,39,59,66,72,70,69,69,70,54,82,73,74,44,71,68,59,59,41,68,67,66,67,8,11,8,16,8,21.84700852033332,0,0,0,0,1,0,0,0,0,0,0,0,0,Alta
Reinier,20,185,82,69,79,4,4,69,67,65,75,43,65,58,67,59,72,70,77,72,55,57,74,73,66,77,66,70,71,54,66,67,61,60,31,67,64,65,73,42,47,40,13,8,13,5,11,23.959094229364496,0,0,0,0,0,0,0,0,0,0,0,0,0,Alta
João Carlos,27,187,87,69,69,4,3,59,70,50,66,18,73,30,70,67,64,62,67,32,47,59,67,58,60,60,70,61,78,64,63,85,64,57,17,72,43,61,67,12,10,12,10,9,11,13,15,24.879178701135288,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
Allan Sousa,25,172,64,69,72,4,4,82,63,64,74,24,65,67,60,55,65,62,72,66,64,56,71,80,84,90,64,88,70,82,70,58,62,72,22,62,66,68,67,22,18,22,7,8,12,15,15,21.63331530557058,0,0,0,0,0,0,0,0,0,0,0,0,0,Alta
S. Vines,23,177,72,69,75,2,2,77,33,57,63,66,69,60,34,55,63,34,60,48,37,61,62,76,77,75,66,73,32,66,78,67,30,61,65,44,48,36,66,66,71,68,9,11,11,8,8,22.981901752370007,0,0,0,0,1,0,0,0,0,0,0,0,0,Alta
R. Frosler,24,173,69,69,75,4,3,72,40,61,68,65,56,70,34,48,64,44,69,51,48,61,71,74,70,58,61,74,51,64,67,51,35,55,60,61,52,40,52,66,70,72,12,9,11,12,11,23.054562464499316,0,0,0,0,0,0,0,0,1,0,0,0,0,Alta
R. García,28,173,72,69,69,3,3,69,64,67,72,57,58,67,62,44,72,59,72,51,65,63,73,68,70,71,67,70,70,48,68,58,64,50,59,59,64,66,72,59,59,57,14,12,7,11,14,24.0569347455645,0,0,0,0,0,1,0,0,0,0,0,0,0,Alta
K. Wimmer,29,187,85,69,69,3,2,50,27,57,63,68,75,44,21,69,67,27,62,24,28,68,65,50,50,59,65,53,40,59,62,85,25,72,70,35,59,35,69,68,68,66,13,10,15,12,11,24.307243558580453,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
S. Mara,19,183,80,69,80,3,3,75,67,53,68,26,67,40,69,74,65,67,69,48,41,46,68,74,75,67,64,58,68,82,68,73,62,49,22,69,54,64,68,18,23,19,12,6,12,12,10,23.888440980620494,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
F. Guerra,30,184,77,69,69,2,2,63,43,51,60,69,73,32,38,70,64,34,56,34,23,59,63,64,62,56,65,71,64,71,73,74,40,69,67,28,53,45,64,69,70,67,7,10,16,7,10,22.743383742911156,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
T. Boyd,31,188,82,69,69,3,2,46,72,43,60,28,78,30,73,75,57,74,58,42,42,33,64,47,45,54,68,57,78,88,61,86,65,78,22,75,41,56,63,23,23,22,14,10,13,15,10,23.20054323223178,0,0,0,0,0,0,0,0,0,0,0,0,1,Alta
I. Maela,29,170,68,69,69,3,3,69,39,47,66,70,60,65,31,60,49,30,66,46,44,26,68,71,67,55,64,83,55,67,69,58,41,51,69,44,41,40,68,70,74,70,13,12,6,10,15,23.529411764705884,0,0,0,0,1,0,0,0,0,0,0,0,0,Alta
Mario Hernández,23,178,69,69,78,3,2,67,31,52,51,70,64,66,31,68,65,21,36,44,41,42,62,68,66,66,66,60,35,71,55,70,28,60,67,23,29,48,59,69,72,70,12,9,12,9,6,21.777553339224845,1,0,0,0,0,0,0,0,0,0,0,0,0,Alta
