Name,Age,Height,Weight,Overall,Potential,BestPosition,WeakFoot,SkillMoves,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,BMI,GK,Clasificación Habilidad
M. Ledesma,25,191,81,69,74,GK,3,1,72,66,62,70,51,68,20,12,20,29,18,12,21,14,25,19,54,46,38,66,40,47,60,30,60,13,32,22,20,45,31,50,30,18,14,72,66,62,68,70,22.20333872426743,1,Alta
E. Taşkıran,32,191,83,69,69,GK,2,1,70,66,65,71,54,68,12,12,14,14,13,15,24,13,14,25,52,56,54,68,32,49,74,27,43,15,29,23,15,46,21,60,12,16,14,70,66,65,68,71,22.75156931005181,1,Alta
M. Hiller,25,189,89,69,75,GK,3,1,69,69,60,72,32,70,14,9,14,29,8,8,13,12,20,16,34,29,41,54,32,45,62,19,52,9,20,12,6,27,20,14,14,14,6,69,69,60,70,72,24.915315920606925,1,Alta
D. Kotarski,22,189,75,68,78,GK,2,1,67,65,62,69,32,69,12,6,11,30,8,15,17,12,24,36,33,30,32,66,49,47,60,27,40,9,24,11,7,32,15,30,10,14,10,67,65,62,69,69,20.99605274208449,1,Alta
D. Reimann,25,186,82,68,71,GK,3,1,68,66,73,68,45,70,9,6,8,50,7,15,11,12,48,24,44,46,53,60,50,55,65,31,47,8,24,20,6,51,17,45,9,10,9,68,66,73,70,68,23.702162099664697,1,Alta
T. Melia,36,185,87,68,68,GK,2,1,70,68,65,65,38,74,20,20,13,45,13,17,15,19,45,29,39,36,42,55,34,49,55,42,68,18,35,21,18,48,19,53,15,15,14,70,68,65,74,65,25.4200146092038,1,Alta
X. Mous,26,188,80,68,70,GK,2,1,65,68,67,69,39,65,16,13,21,28,19,18,14,12,22,19,39,39,36,66,45,50,59,33,56,17,25,18,12,35,27,31,18,21,21,65,68,67,65,69,22.634676324128566,1,Alta
R. Wolf,34,190,86,68,68,GK,2,1,70,66,65,67,34,68,11,11,16,19,11,14,13,11,18,20,34,33,43,66,31,49,64,27,73,13,28,14,10,35,23,36,12,13,14,70,66,65,68,67,23.822714681440445,1,Alta
S. Al Sheeb,32,185,79,68,68,GK,3,1,71,65,68,65,48,66,11,12,14,16,11,17,13,9,15,20,50,44,40,66,30,51,60,37,50,9,38,12,11,51,10,15,13,13,12,71,65,68,66,65,23.08254200146092,1,Alta
K. Haug,24,187,85,68,74,GK,2,1,69,67,68,69,45,68,18,13,22,38,20,17,21,19,37,24,43,49,47,58,41,51,58,27,59,14,26,17,12,40,22,31,23,14,20,69,67,68,68,69,24.307243558580453,1,Alta
R. Niczuly,26,181,76,68,72,GK,2,1,68,66,70,69,32,67,23,15,13,25,18,16,14,11,14,17,32,31,38,59,45,53,51,25,52,17,29,19,12,62,22,34,15,13,14,68,66,70,67,69,23.198315069747565,1,Alta
B. Radunović,26,194,84,68,70,GK,2,1,69,68,64,71,42,69,15,19,15,31,13,17,13,14,25,21,42,41,35,54,41,48,55,26,70,15,24,22,13,36,22,53,20,13,14,69,68,64,69,71,22.31905622276544,1,Alta
A. Duarte,28,182,79,68,70,GK,2,1,68,70,62,67,25,64,14,9,10,29,8,13,11,12,24,17,25,25,23,65,42,47,59,22,64,6,16,10,4,45,17,53,15,13,21,68,70,62,64,67,23.849776597029344,1,Alta
J. Bursik,21,187,75,68,79,GK,2,1,67,66,66,69,40,65,36,20,11,38,20,21,60,53,42,31,40,40,40,65,63,50,69,35,59,20,30,19,4,36,53,41,20,12,14,67,66,66,65,69,21.447567845806283,1,Alta
S. Marinović,30,191,95,68,68,GK,2,1,71,59,58,74,47,64,11,17,26,34,18,15,14,19,35,21,45,51,44,72,44,44,59,45,77,13,16,25,16,26,22,45,29,18,18,71,59,58,64,74,26.040952824758094,1,Alta
M. Verrips,25,195,90,68,73,GK,3,1,69,67,70,70,17,64,11,6,10,25,8,13,12,11,25,14,17,16,23,64,21,53,32,17,67,6,23,7,7,35,16,28,15,14,14,69,67,70,64,70,23.66863905325444,1,Alta
Rodrigo Moura,26,198,88,68,72,GK,3,1,68,69,68,67,20,68,13,8,15,27,8,12,15,14,26,16,16,27,25,55,22,51,35,22,60,9,26,7,8,27,15,25,8,11,18,68,69,68,68,67,22.44668911335578,1,Alta
N. Olij,26,188,74,68,72,GK,2,1,68,67,62,70,45,64,18,17,16,26,20,12,16,20,27,25,45,46,31,64,68,47,57,26,52,17,24,27,20,33,27,31,9,14,16,68,67,62,64,70,20.937075599818925,1,Alta
N. Campisi,25,186,88,68,72,GK,2,1,67,68,68,69,35,68,15,6,15,19,7,8,12,13,17,11,33,38,34,60,41,51,50,28,56,6,22,16,8,38,14,36,12,14,15,67,68,68,68,69,25.4364666435426,1,Alta
A. Jakubech,25,188,85,68,72,GK,3,1,71,63,64,69,39,67,12,7,12,25,8,14,14,13,20,15,36,44,35,63,24,48,60,29,70,6,19,10,5,39,10,51,12,10,13,71,63,64,67,69,24.049343594386603,1,Alta
E. Ólafsson,22,201,85,68,77,GK,3,1,71,67,57,67,33,69,14,9,32,36,7,15,13,10,34,18,33,33,39,56,32,43,49,44,75,5,43,15,14,49,17,45,16,14,13,71,67,57,69,67,21.03908319101013,1,Alta
J. Brinkies,29,188,87,68,70,GK,5,1,67,64,66,76,52,67,10,15,10,34,8,12,12,19,31,20,52,52,55,59,52,50,71,42,66,11,20,21,13,57,28,36,10,9,11,67,64,66,67,76,24.615210502489816,1,Alta
M. Cooper,22,185,75,68,77,GK,3,1,66,67,65,69,30,66,10,8,14,54,6,13,12,11,50,16,30,29,28,65,43,49,59,28,46,9,24,12,7,50,11,32,14,14,12,66,67,65,66,69,21.91380569758948,1,Alta
S. Ichazo,30,188,86,68,68,GK,2,1,68,59,62,74,45,71,18,17,16,31,18,12,19,15,19,18,45,45,55,61,45,47,65,31,65,17,19,17,12,21,23,55,10,16,13,68,59,62,71,74,24.332277048438208,1,Alta
G. De Amores,27,186,78,68,71,GK,3,1,66,65,70,73,24,66,13,17,13,18,16,12,12,12,16,18,26,22,25,60,35,53,55,20,46,15,16,15,17,66,19,22,17,10,14,66,65,70,66,73,22.54595907041276,1,Alta
Álex Domínguez,23,186,82,68,75,GK,2,1,67,66,67,68,42,66,24,7,10,39,8,15,14,22,31,31,39,47,56,66,45,50,51,36,41,18,20,15,7,38,13,43,11,17,10,67,66,67,66,68,23.702162099664697,1,Alta
J. Zetterström,23,197,82,68,76,GK,3,1,74,67,70,69,20,64,13,17,13,21,8,12,14,14,20,13,16,27,19,50,26,53,33,17,60,9,18,13,6,25,12,36,6,13,11,74,67,70,64,69,21.12911953412868,1,Alta
B. Waterman,38,188,83,68,68,GK,3,1,65,69,68,66,47,70,15,11,14,38,15,14,14,14,31,32,48,45,52,65,42,51,60,27,72,20,30,22,12,37,25,51,19,17,14,65,69,68,70,66,23.48347668628339,1,Alta
R. Romo,32,197,85,68,68,GK,2,1,68,61,67,70,36,66,11,15,11,22,10,13,14,13,33,21,33,40,48,69,28,50,70,28,66,13,23,26,18,41,20,61,14,11,14,68,61,67,66,70,21.902136102450463,1,Alta
M. Tvrdoň,27,194,85,68,69,GK,3,1,69,67,68,71,30,70,12,8,13,26,9,13,10,10,15,17,28,32,25,52,23,51,36,22,72,6,27,12,8,40,12,38,9,10,11,69,67,68,70,71,22.58475927303645,1,Alta
K. Nakamura,27,185,82,68,72,GK,3,1,71,62,69,71,40,64,12,9,12,24,9,12,14,11,23,18,43,35,60,70,53,52,65,25,61,9,31,9,6,37,13,40,8,13,14,71,62,69,64,71,23.959094229364496,1,Alta
Y. Diouf,22,184,74,68,76,GK,3,1,69,68,67,70,45,69,13,8,14,35,7,12,12,13,30,15,45,44,35,54,38,50,62,44,52,8,26,15,6,39,11,44,12,11,16,69,68,67,69,70,21.85727788279773,1,Alta
F. Bredlow,27,190,89,68,68,GK,4,1,70,66,62,71,39,63,8,5,11,17,4,14,13,14,20,23,41,36,50,68,39,47,68,20,62,7,18,11,17,28,30,41,15,12,10,70,66,62,63,71,24.653739612188367,1,Alta
A. Quintana,27,195,92,68,71,GK,2,1,70,63,63,70,22,65,10,9,14,17,8,9,13,14,23,17,22,23,22,65,23,47,40,23,70,8,20,9,6,34,13,39,30,11,13,70,63,63,65,70,24.194608809993422,1,Alta
M. Šarkić,24,195,76,68,74,GK,2,1,68,66,67,68,37,68,11,13,18,27,13,12,18,12,30,25,40,33,33,66,28,50,52,20,42,17,20,6,6,22,26,27,11,19,14,68,66,67,68,68,19.986850756081527,1,Alta
O. De Wolf,25,190,85,68,72,GK,3,1,69,66,72,70,35,67,11,8,12,27,9,9,10,10,27,18,33,37,39,61,22,54,53,23,69,8,26,9,7,42,16,29,11,10,14,69,66,72,67,70,23.545706371191137,1,Alta
N. Jackers,24,189,80,68,74,GK,2,1,68,67,59,70,43,66,13,17,15,27,14,12,15,18,24,15,41,46,48,65,52,44,63,28,51,19,21,12,12,35,28,30,18,15,12,68,67,59,66,70,22.395789591556788,1,Alta
L. Daniels,34,195,90,68,68,GK,3,1,69,64,67,75,49,64,12,12,14,38,13,11,20,18,31,25,47,52,64,63,52,50,73,37,57,12,32,24,14,42,41,60,29,12,11,69,64,67,64,75,23.66863905325444,1,Alta
A. Seculin,31,190,83,68,68,GK,3,1,70,62,54,73,31,67,13,12,12,29,11,12,12,12,25,21,32,30,43,61,37,41,41,29,48,12,33,10,11,46,23,55,23,10,12,70,62,54,67,73,22.99168975069252,1,Alta
M. Christiansen,21,186,76,68,78,GK,2,1,69,67,66,70,46,67,20,23,12,32,14,16,18,18,32,26,47,45,44,60,35,50,56,33,62,14,20,14,12,49,18,38,16,15,15,69,67,66,67,70,21.967857555786797,1,Alta
Juan Pérez,25,187,83,68,73,GK,3,1,68,66,60,73,33,68,16,17,18,26,19,21,17,19,25,12,32,35,34,56,33,45,45,28,69,13,23,22,20,30,24,41,15,14,20,68,66,60,68,73,23.735308416025617,1,Alta
K. Roos,30,196,90,68,68,GK,4,1,71,63,72,71,42,65,14,15,13,28,19,16,17,15,20,20,45,38,35,64,38,54,60,43,68,18,20,19,14,42,23,44,9,18,21,71,63,72,65,71,23.427738442315704,1,Alta
Yang Hyung Mo,30,185,84,68,68,GK,3,1,69,68,59,71,53,64,11,20,11,22,12,11,14,13,29,23,55,49,64,64,52,44,58,26,68,18,17,21,13,42,23,35,17,17,17,69,68,59,64,71,24.543462381300216,1,Alta
L. Southwood,24,185,72,68,74,GK,3,1,71,60,72,73,56,66,11,9,16,48,7,21,11,10,51,32,54,58,68,63,60,54,65,32,40,7,45,15,4,62,12,52,18,11,16,71,60,72,66,73,21.0372534696859,1,Alta
J. Martínez,28,184,82,68,70,GK,2,1,67,65,66,70,40,67,14,13,15,27,16,9,14,18,24,22,38,44,42,63,38,50,55,42,52,15,35,17,13,33,22,43,19,16,16,67,65,66,67,70,24.22022684310019,1,Alta
Paulo Vítor,33,195,89,68,68,GK,3,1,68,68,64,69,24,68,11,10,14,19,10,13,16,13,18,14,23,25,30,63,28,48,31,26,64,15,37,19,8,42,19,57,20,12,14,68,68,64,68,69,23.405654174884944,1,Alta
D. Lazar,30,185,75,68,68,GK,3,1,67,67,68,70,54,68,12,13,12,24,17,15,14,12,23,14,55,52,69,63,62,51,72,35,61,12,34,19,18,66,16,69,27,21,15,67,67,68,68,70,21.91380569758948,1,Alta
Cristian Rivero,24,188,75,68,74,GK,3,1,70,63,66,72,27,65,14,7,10,28,9,8,11,14,30,17,25,29,38,61,40,50,65,23,55,18,24,15,6,34,18,47,14,10,11,70,63,66,65,72,21.22000905387053,1,Alta
S. Ujkani,33,186,83,68,68,GK,2,1,68,67,61,67,50,71,12,13,10,36,12,12,11,14,26,23,51,49,55,59,50,46,76,21,59,17,20,10,10,31,22,50,18,11,10,68,67,61,71,67,23.991212856977683,1,Alta
J. Posavec,26,190,85,68,72,GK,3,1,72,61,65,74,42,64,12,6,14,22,7,6,12,10,23,11,44,39,55,66,44,49,56,34,57,7,24,14,7,38,19,36,30,10,11,72,61,65,64,74,23.545706371191137,1,Alta
D. Riznyk,23,186,77,68,73,GK,3,1,68,65,72,68,48,67,11,14,26,42,9,31,14,12,35,29,52,43,25,62,31,54,41,26,50,26,28,12,7,48,30,41,16,12,11,68,65,72,67,68,22.25690831309978,1,Alta
J. Pinos,32,187,85,68,68,GK,2,1,67,67,67,68,32,65,14,10,14,18,10,11,13,12,15,13,36,25,45,66,42,50,59,30,59,10,25,15,10,29,10,43,10,13,13,67,67,67,65,68,24.307243558580453,1,Alta
E. Pap,28,182,82,68,70,GK,2,1,68,70,60,72,37,65,14,6,10,25,5,11,12,14,22,13,41,30,33,57,38,45,45,26,32,7,26,6,7,46,17,32,5,11,11,68,70,60,65,72,24.755464315903875,1,Alta
M. Caillard,28,191,87,68,71,GK,3,1,68,67,66,69,44,69,13,9,13,32,8,11,15,7,27,24,48,39,34,62,45,50,54,33,75,13,25,15,7,14,18,53,8,15,9,68,67,66,69,69,23.84803048162057,1,Alta
J. Maurer,33,189,87,68,68,GK,2,1,68,66,66,69,39,72,15,11,28,29,11,14,15,12,36,25,39,40,39,50,39,50,56,35,67,17,36,16,12,56,14,46,14,13,16,68,66,66,72,69,24.35542118081801,1,Alta
D. Thiam,24,202,87,68,74,GK,1,1,70,65,66,72,62,65,8,6,13,17,5,16,13,9,22,18,64,58,60,59,40,50,55,40,62,6,16,5,9,18,9,36,25,13,11,70,65,66,65,72,21.32143907460053,1,Alta
A. Letellier,31,193,93,68,68,GK,2,1,67,66,60,72,38,65,13,10,11,28,13,11,19,13,23,16,37,39,32,67,25,45,57,31,72,14,25,24,14,22,20,51,15,13,11,67,66,60,65,72,24.967113211092915,1,Alta
T. Miller,29,193,93,68,69,GK,2,1,69,65,69,68,33,68,11,15,12,21,16,20,10,13,28,22,33,32,33,66,40,52,56,28,58,18,26,14,6,42,15,52,19,14,13,69,65,69,68,68,24.967113211092915,1,Alta
L. Álvarez,37,183,79,68,68,GK,1,1,72,70,59,69,17,67,14,17,14,25,18,19,13,17,23,24,18,16,32,56,25,44,59,17,68,13,38,18,12,29,22,52,14,14,13,72,70,59,67,69,23.589835468362743,1,Alta
M. Zetterer,26,187,81,68,71,GK,5,1,67,66,69,71,41,65,17,16,18,24,16,17,14,14,18,23,39,44,32,68,40,52,68,38,69,14,27,19,13,27,15,39,19,16,12,67,66,69,65,71,23.163373273470786,1,Alta
J. Bond,29,193,84,68,70,GK,2,1,69,66,63,69,49,67,11,13,13,33,14,11,14,13,45,24,54,42,56,64,55,47,71,38,64,15,37,23,13,43,17,67,14,14,17,69,66,63,67,69,22.55094096485812,1,Alta
Alfonso Herrero,28,183,83,68,71,GK,3,1,68,66,60,73,49,65,18,11,12,34,12,13,22,13,38,20,47,52,51,67,69,45,71,32,66,10,23,22,12,50,20,53,13,10,15,68,66,60,65,73,24.78425751739377,1,Alta
J. Blackman,28,199,93,68,69,GK,2,1,70,67,63,71,25,65,13,19,18,37,17,14,18,12,33,19,23,29,42,59,33,47,60,25,70,16,23,10,10,29,36,40,17,13,12,70,67,63,65,71,23.484255448094743,1,Alta
S. Kırıntılı,37,185,78,68,68,GK,2,1,65,66,64,66,47,71,12,13,16,24,12,13,11,14,23,13,41,56,57,66,51,48,69,25,59,12,32,24,16,36,10,65,14,15,15,65,66,64,71,66,22.79035792549306,1,Alta
D. Petrić,34,187,80,68,68,GK,2,1,68,62,61,71,44,70,11,12,11,18,16,14,10,12,13,21,44,43,34,67,41,46,57,30,57,14,19,13,12,25,22,53,11,13,12,68,62,61,70,71,22.877405702193368,1,Alta
P. Abrahamsson,33,190,90,68,68,GK,3,1,69,70,68,66,41,68,19,18,24,20,18,15,20,16,22,21,41,42,38,61,36,51,58,25,70,13,24,28,16,42,17,49,25,15,17,69,70,68,68,66,24.930747922437675,1,Alta
Agirrezabala,21,187,80,68,81,GK,3,1,64,66,67,70,32,71,16,7,5,27,15,13,7,9,35,25,30,36,33,61,35,50,57,26,60,10,24,12,6,37,13,34,10,13,12,64,66,67,71,70,22.877405702193368,1,Alta
Oh Seung Hoon,34,192,79,68,68,GK,3,1,68,65,62,70,45,70,13,17,11,29,11,15,11,16,19,17,43,48,31,59,46,47,55,16,66,11,18,20,11,46,21,58,16,20,13,68,65,62,70,70,21.43012152777778,1,Alta
I. Danlad,19,179,76,68,79,GK,2,1,67,69,60,70,43,68,14,7,14,26,9,12,10,11,22,18,42,45,33,58,44,45,57,22,62,5,18,13,7,42,16,40,7,14,14,67,69,60,68,70,23.719609250647608,1,Alta
N. Körber,25,187,83,68,73,GK,3,1,70,65,59,72,35,67,13,11,17,24,14,18,13,14,24,20,33,37,46,61,43,44,63,28,55,16,22,14,12,21,15,25,9,13,14,70,65,59,67,72,23.735308416025617,1,Alta
I. De Arruabarrena,25,183,79,68,73,GK,2,1,67,65,63,61,37,78,12,8,11,23,7,12,10,15,20,10,40,32,35,61,50,47,61,22,59,6,27,12,11,31,17,33,9,11,9,67,65,63,78,61,23.589835468362743,1,Alta
W. Hahn,30,190,88,68,69,GK,2,1,69,65,70,70,47,66,21,12,14,45,16,19,24,13,40,24,45,50,44,65,49,53,75,38,77,19,36,24,13,53,20,59,12,15,19,69,65,70,66,70,24.37673130193906,1,Alta
S. Grytebust,32,187,82,68,68,GK,2,1,66,68,66,70,46,67,15,12,12,36,14,20,13,14,39,32,46,47,52,62,45,50,68,34,56,12,35,18,11,56,25,56,21,16,16,66,68,66,67,70,23.449340844748203,1,Alta
E. Kardeşler,28,184,79,68,68,GK,2,1,69,63,62,72,41,68,11,8,12,24,5,11,13,17,28,15,40,42,26,64,33,47,60,27,55,6,23,14,7,45,13,26,5,14,11,69,63,62,68,72,23.334120982986768,1,Alta
L. Acosta,27,187,82,68,72,GK,3,1,67,69,68,72,63,66,12,17,19,25,16,14,18,19,22,15,64,62,62,52,62,51,68,40,73,13,20,28,17,26,25,34,16,21,21,67,69,68,66,72,23.449340844748203,1,Alta
D. Marshall,37,187,82,68,68,GK,3,1,67,66,65,71,49,67,11,19,14,40,15,14,19,14,39,21,48,50,33,66,41,49,63,34,63,12,41,24,13,58,11,60,13,14,13,67,66,65,67,71,23.449340844748203,1,Alta
C. Maxwell,31,185,74,68,68,GK,3,1,69,66,68,66,41,70,18,11,15,23,17,13,16,13,16,26,39,45,45,64,50,51,62,30,60,16,25,25,14,35,20,35,14,12,12,69,66,68,70,66,21.62162162162162,1,Alta
B. Amos,32,193,76,68,68,GK,3,1,69,67,71,67,48,65,14,13,15,43,13,14,13,11,48,23,50,45,54,64,52,53,57,28,62,15,28,23,14,63,11,61,17,11,12,69,67,71,65,67,20.403232301538296,1,Alta
A. Araque,26,180,80,68,72,GK,1,1,72,65,62,69,47,64,13,5,10,15,7,12,10,13,25,10,47,46,51,68,47,47,66,27,46,8,24,10,5,23,17,23,5,12,12,72,65,62,64,69,24.69135802469136,1,Alta
M. Ingram,28,191,97,68,70,GK,3,1,72,66,67,71,36,67,19,13,17,19,12,12,11,14,32,24,34,39,57,53,28,50,59,21,59,13,16,11,10,28,18,48,17,11,11,72,66,67,67,71,26.589183410542475,1,Alta
L. Wahlstedt,22,190,80,68,76,GK,2,1,68,67,65,70,35,67,10,7,11,22,6,8,10,8,20,12,34,37,33,63,29,49,48,20,65,6,20,10,7,40,12,28,16,11,10,68,67,65,67,70,22.1606648199446,1,Alta
T. Kirschbaum,35,195,88,68,68,GK,3,1,71,66,68,69,25,65,11,13,13,32,11,19,18,10,39,21,23,28,26,64,39,51,60,30,68,9,31,7,8,29,20,49,11,13,9,71,66,68,65,69,23.14266929651545,1,Alta
B. Heras,27,181,80,68,71,GK,3,1,67,65,68,69,55,68,15,5,13,22,8,13,15,15,25,18,55,55,22,68,48,51,65,20,44,7,28,12,9,42,16,40,6,15,14,67,65,68,68,69,24.41927902078691,1,Alta
Yu Sang Hun,33,194,84,68,68,GK,3,1,64,68,60,72,39,67,14,19,19,35,12,12,11,13,34,13,42,34,44,61,52,45,43,32,60,14,32,22,10,61,25,59,13,13,18,64,68,60,67,72,22.31905622276544,1,Alta
W. Ortega,27,181,71,68,72,GK,3,1,71,68,70,68,28,68,11,9,13,18,5,6,14,10,23,10,27,29,24,51,39,53,42,27,62,9,30,11,8,40,25,45,5,12,13,71,68,70,68,68,21.672110130948383,1,Alta
Liu Dianzuo,32,190,81,68,68,GK,1,1,66,67,64,69,50,69,15,15,13,24,15,17,18,20,41,20,51,49,47,63,53,48,59,38,65,17,38,26,18,63,24,62,29,20,21,66,67,64,69,69,22.437673130193907,1,Alta
S. Mpontshane,36,183,79,68,68,GK,3,1,69,65,65,72,47,69,19,14,29,32,20,24,20,22,41,22,48,45,33,52,55,49,64,31,70,20,22,23,15,46,22,39,27,15,23,69,65,65,69,72,23.589835468362743,1,Alta
Tomeu Nadal,33,187,82,68,68,GK,3,1,65,67,65,69,37,68,14,14,18,29,14,13,19,16,25,23,38,35,34,67,36,49,65,32,66,17,25,23,8,40,23,53,29,13,12,65,67,65,68,69,23.449340844748203,1,Alta
D. Stockdale,36,191,84,68,68,GK,3,1,68,66,68,69,30,67,11,15,11,38,12,13,15,12,48,22,28,33,24,65,37,51,51,25,59,13,39,22,13,52,43,42,30,15,13,68,66,68,67,69,23.025684602944,1,Alta
D. Button,33,191,87,68,68,GK,3,1,70,67,65,68,54,65,13,12,19,46,11,23,12,15,33,33,55,52,50,64,45,49,58,35,40,13,12,24,12,41,11,61,7,17,11,70,67,65,65,68,23.84803048162057,1,Alta
Victor Braga,30,193,79,68,68,GK,3,1,68,66,69,70,46,65,13,12,11,22,18,18,17,19,18,19,47,45,30,60,45,52,59,33,75,13,23,20,14,31,23,32,10,13,18,68,66,69,65,70,21.20862305028323,1,Alta
L. Bostyn,28,196,87,68,70,GK,3,1,70,66,60,69,36,70,19,3,5,20,8,4,20,21,19,13,34,38,37,60,32,45,55,24,65,10,36,13,13,32,24,35,13,8,7,70,66,60,70,69,22.646813827571847,1,Alta
Pedro Silva,25,189,76,68,72,GK,3,1,70,65,62,69,29,63,12,9,14,29,9,5,10,12,15,16,29,30,30,68,38,47,64,19,53,5,28,8,8,50,13,34,14,14,12,70,65,62,63,69,21.27600011197895,1,Alta
G. Poussin,23,184,85,67,75,GK,2,1,68,66,64,66,20,67,12,7,14,29,9,13,13,11,22,17,17,25,22,57,46,48,58,22,59,6,21,10,7,24,16,51,7,12,14,68,66,64,67,66,25.10633270321361,1,Alta
N. Hedl,21,188,78,67,76,GK,1,1,72,64,63,71,29,61,12,5,13,24,7,7,12,10,25,17,28,30,36,60,42,47,58,25,61,6,17,12,5,31,15,27,8,12,13,72,64,63,61,71,22.068809416025356,1,Alta
A. Ivačič,28,188,82,67,70,GK,3,1,65,68,61,69,37,65,13,9,12,17,9,11,11,12,18,12,35,41,24,66,35,46,45,34,69,6,16,11,7,52,10,27,5,10,12,65,68,61,65,69,23.20054323223178,1,Alta
E. Oelschlägel,26,193,85,67,70,GK,2,1,69,64,57,69,38,65,14,12,25,24,10,15,20,11,21,23,37,40,34,66,30,43,53,30,70,10,24,11,7,30,18,32,8,17,16,69,64,57,65,69,22.819404547773097,1,Alta
N. Ravaglia,33,184,78,67,67,GK,2,1,64,65,60,69,30,66,14,10,11,35,12,16,11,16,42,21,29,31,39,65,28,45,33,18,55,11,19,15,6,60,32,49,16,9,10,64,65,60,66,69,23.03875236294896,1,Alta
C. Căbuz,26,184,79,67,72,GK,2,1,68,61,62,72,35,65,13,7,14,26,7,10,14,10,29,15,36,33,45,66,39,47,61,32,73,9,22,7,6,53,18,21,12,14,14,68,61,62,65,72,23.334120982986768,1,Alta
V. Barkas,28,195,91,67,70,GK,2,1,66,67,70,68,47,63,14,10,14,31,8,12,14,15,29,20,48,45,45,65,29,53,62,39,70,9,36,13,12,58,20,60,17,12,13,66,67,70,63,68,23.93162393162393,1,Alta
W. Quiñónez,33,187,86,67,67,GK,3,1,65,66,67,65,24,67,11,9,11,24,7,13,11,12,23,18,20,31,29,64,47,50,50,20,52,8,18,15,9,35,20,36,9,13,12,65,66,67,67,65,24.59321112985787,1,Alta
S. Bajic,20,191,84,67,78,GK,3,1,68,66,65,68,25,64,9,5,12,24,8,7,12,11,20,18,28,20,35,60,42,49,55,29,41,9,21,10,5,43,11,25,5,12,9,68,66,65,64,68,23.025684602944,1,Alta
Arnau Tenas,21,185,85,67,81,GK,2,1,65,69,68,64,45,66,14,5,12,22,5,6,10,18,21,35,47,42,56,64,45,51,64,21,38,9,23,7,7,42,15,22,6,13,15,65,69,68,66,64,24.83564645726808,1,Alta
P. Leeuwenburgh,28,196,95,67,68,GK,3,1,71,65,64,68,44,63,20,13,19,34,16,20,15,16,45,24,44,43,31,65,38,48,55,23,65,18,26,23,15,21,27,28,25,13,20,71,65,64,63,68,24.7292794668888,1,Alta
S. Şahin-Radlinger,29,196,94,67,67,GK,2,1,68,62,59,69,51,66,12,15,12,24,8,10,19,16,25,23,52,50,36,64,42,44,55,29,59,12,16,12,13,45,16,51,13,13,20,68,62,59,66,69,24.46897126197418,1,Alta
M. Stryjek,25,188,82,67,70,GK,2,1,67,65,63,68,42,67,17,10,13,27,15,13,12,12,25,20,41,44,31,64,50,47,36,42,69,16,20,26,14,29,25,38,15,14,17,67,65,63,67,68,23.20054323223178,1,Alta
A. Hansen,26,186,73,67,69,GK,3,1,67,65,69,69,47,66,18,11,14,42,17,14,18,20,38,36,47,48,43,59,62,52,66,36,64,17,18,23,14,63,24,42,17,16,18,67,65,69,66,69,21.10070528384784,1,Alta
D. Subašić,37,191,84,67,67,GK,2,1,63,68,69,65,42,70,11,10,13,24,13,11,24,39,26,19,41,43,37,61,37,52,75,32,77,14,31,20,15,52,23,65,14,14,13,63,68,69,70,65,23.025684602944,1,Alta
M. Maroši,28,190,80,67,68,GK,3,1,67,65,66,68,41,66,16,16,14,33,16,13,21,14,51,25,40,42,39,62,48,50,54,27,67,15,17,21,17,58,28,64,16,16,12,67,65,66,66,68,22.1606648199446,1,Alta
G. Karačić,25,196,86,67,72,GK,2,1,70,70,64,69,31,60,12,5,13,29,8,14,10,11,27,13,31,32,30,58,25,48,32,20,66,7,24,7,8,40,12,33,30,12,12,70,70,64,60,69,22.38650562265723,1,Alta
B. Hamer,34,192,91,67,67,GK,3,1,68,62,66,68,45,66,11,20,11,33,14,18,13,12,32,23,45,45,50,63,56,50,54,35,64,18,34,23,13,46,22,54,15,12,12,68,62,66,66,68,24.68532986111111,1,Alta
M. McGovern,37,191,89,67,67,GK,3,1,68,64,64,69,32,66,11,9,18,14,15,10,11,13,26,15,32,31,44,59,33,48,52,33,49,13,18,9,6,40,14,30,9,17,12,68,64,64,66,69,24.39626106740495,1,Alta
P. Klewin,28,192,86,67,67,GK,2,1,67,63,60,66,42,69,16,17,15,23,13,17,20,17,19,19,43,40,35,64,55,45,51,30,68,17,24,17,15,18,22,29,21,19,17,67,63,60,69,66,23.32899305555556,1,Alta
San Román,24,189,79,67,73,GK,3,1,66,67,68,67,25,65,14,8,13,16,7,6,11,12,17,17,25,26,38,61,35,51,43,31,55,9,15,11,8,33,18,40,12,12,11,66,67,68,65,67,22.11584222166233,1,Alta
H. Acevedo,25,184,81,67,73,GK,3,1,66,68,64,70,23,67,12,9,12,27,6,11,12,10,28,18,27,16,26,54,42,48,62,21,51,5,22,7,7,32,23,34,12,10,10,66,68,64,67,70,23.92485822306238,1,Alta
